0	0	0	75	100	100	100	100	100	100	100	50
100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	0	50	100	100	100	100	100	100	50
0	0	0	0	50	100	100	100	100	100	100	50
0	0	0	0	50	100	100	100	100	100	100	50
100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	0	0	0	0	75	100	100	100	25
0	0	0	75	100	100	100	100	100	100	100	50
0	0	0	75	100	100	100	100	100	100	100	50
100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	0	50	100	100	100	100	100	100	50
100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	0	0	75	100	100	100	100	100	0
0	0	0	0	0	0	0	0	0	75	50	0
0	0	0	0	100	100	100	100	100	100	100	25
0	0	0	0	75	100	100	100	100	100	100	50
0	0	0	0	0	0	0	75	100	100	100	25
0	0	0	0	0	0	25	100	100	100	75	25
0	0	0	75	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	0	50	100	100	100	100	100	75	75
0	0	0	0	25	100	100	100	100	100	75	75
0	0	0	0	25	100	100	100	100	100	75	75
75	75	75	50	100	100	100	100	100	100	100	100
100	75	50	75	100	100	100	100	100	100	100	100
75	75	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	75	75	75	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
75	50	25	50	50	100	100	100	100	100	100	75
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
75	75	50	50	100	100	100	100	100	100	100	75
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
25	100	100	100	100	100	100	100	100	100	100	100
